variant,ece,mce,brier,nll
raw,0.0233118560791081,0.181741915964823,0.0407377597400682,0.1430128220786308
global_logistic,0.0216309617627582,0.1603012249090564,0.0401991028481243,0.1417426394750749
class_logistic,0.0226871915382907,0.1493150576673386,0.0419116459315943,0.1510099159613364
