variant,ece,mce,brier,nll
raw,0.028843087654442,0.1846948164774532,0.0419366710490131,0.1467836952189755
global_logistic,0.028884933813821,0.1535703542920902,0.0408420722966087,0.1447948320515099
class_logistic,0.0256380165298419,0.1853574824505424,0.0443161250194133,0.1539024385495852
