epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,30.6882,2.06083,4.40139,1.04359,0.01238,0.10147,0.0696,0.04199,2.14799,6.881,1.03538,0.00034441,0.00034441,0.00034441
